ticker	Index	Market Cap	Income	Sales	Book/sh	Cash/sh	Dividend	Dividend %	Employees	Optionable	Shortable	Recom	P/E	Forward P/E	PEG	P/S	P/B	P/C	P/FCF	Quick Ratio	Current Ratio	Debt/Eq	LT Debt/Eq	SMA20	EPS (ttm)	EPS next Y	EPS next Q	EPS this Y	EPS next 5Y	EPS past 5Y	Sales past 5Y	Sales Q/Q	EPS Q/Q	Earnings	SMA50	Insider Own	Insider Trans	Inst Own	Inst Trans	ROA	ROE	ROI	Gross Margin	Oper. Margin	Profit Margin	Payout	SMA200	Shs Outstand	Shs Float	Short Float	Short Ratio	Target Price	52W Range	52W High	52W Low	RSI (14)	Rel Volume	Avg Volume	Volume	Perf Week	Perf Month	Perf Quarter	Perf Half Y	Perf Year	Perf YTD	Beta	ATR	Volatility	Prev Close	Price	Change
EXC	S&P 500	41.36B	2.38B	33.26B	33.69	1.91	1.53	3.59%	32713	Yes	Yes	2.10	17.50	14.35	-	1.24	1.26	22.26	-	0.90	1.10	1.19	1.09	2.85%	2.43	2.97	0.68	45.70%	-2.40%	9.90%	4.70%	-0.90%	-35.30%	Nov 03 BMO	2.74%	0.10%	-0.70%	80.90%	0.08%	1.90%	7.30%	5.10%	60.40%	10.60%	7.10%	62.00%	11.59%	976.00M	972.62M	0.88%	1.65	48.18	29.28 - 50.54	-14.43%	47.69%	60.55	0.57	5.21M	2,217,200	1.31%	3.70%	3.78%	11.88%	-8.53%	0.85%	0.45	0.87	1.87% 2.02%	42.58	43.24	1.56%
CAH	S&P 500	16.37B	973.00M	154.65B	4.85	9.29	1.94	3.50%	48000	Yes	Yes	2.60	16.71	8.97	3.29	0.11	11.42	5.96	8.47	0.60	1.10	4.74	4.73	1.45%	3.31	6.17	1.44	-378.60%	5.08%	-40.60%	8.30%	4.60%	94.80%	Feb 05 BMO	1.43%	0.40%	0.00%	87.50%	-0.01%	2.40%	71.90%	-47.10%	4.50%	0.30%	0.60%	58.00%	6.74%	293.00M	292.90M	1.63%	2.31	62.31	39.05 - 60.69	-9.00%	41.43%	54.45	0.39	2.07M	604,440	-1.63%	3.44%	14.51%	5.67%	2.94%	3.42%	1.04	1.24	1.83% 2.09%	55.39	55.23	-0.29%
GM	S&P 500	74.20B	3.21B	115.79B	30.27	25.63	-	-	164000	Yes	Yes	2.00	23.11	8.94	2.72	0.64	1.70	2.01	12.02	1.00	1.10	2.71	1.89	16.34%	2.23	5.77	1.85	-15.90%	8.50%	22.40%	-2.50%	0.00%	73.50%	Nov 05 BMO	17.98%	0.10%	-66.53%	80.20%	-0.14%	1.40%	7.80%	3.20%	10.40%	2.90%	2.80%	33.90%	61.13%	1.43B	1.33B	1.28%	0.95	49.67	14.32 - 51.87	-3.34%	250.01%	72.28	1.44	17.84M	19,179,066	18.95%	23.81%	62.71%	91.92%	46.60%	23.75%	1.41	1.71	5.49% 3.44%	51.53	50.14	-2.70%
AMT	S&P 500	93.48B	1.89B	7.84B	8.41	-	4.84	2.25%	5454	Yes	Yes	2.00	50.78	39.00	3.20	11.92	25.56	-	96.90	0.90	0.90	6.64	6.43	-0.03%	4.23	5.51	1.26	53.00%	15.86%	16.20%	13.10%	3.00%	-6.90%	Oct 29 BMO	-3.31%	0.10%	-7.39%	93.10%	0.00%	4.50%	47.10%	9.20%	71.90%	35.70%	24.10%	97.20%	-9.94%	443.77M	442.83M	0.99%	2.04	281.11	174.32 - 272.20	-19.52%	25.67%	47.86	0.85	2.15M	1,358,042	-1.15%	-0.80%	-9.86%	-16.50%	-8.66%	-4.22%	0.24	4.59	2.31% 1.94%	214.99	219.07	1.90%
PAYC	S&P 500	23.65B	164.40M	813.90M	10.98	2.73	-	-	3765	Yes	Yes	2.10	146.35	98.47	10.72	29.06	37.61	151.23	150.46	1.10	1.10	0.05	0.05	-7.45%	2.82	4.19	0.79	32.30%	13.65%	95.20%	37.30%	12.30%	-29.50%	Nov 04 AMC	-2.89%	9.50%	-8.80%	76.30%	-0.04%	7.90%	31.10%	32.30%	85.30%	29.40%	22.40%	0.00%	25.31%	57.60M	48.78M	2.65%	3.54	416.00	163.42 - 471.08	-13.84%	148.37%	39.76	0.92	365.31K	251,409	-4.34%	-3.05%	10.74%	42.26%	42.86%	-8.68%	1.39	13.83	2.85% 3.10%	412.99	405.89	-1.72%
HAS	S&P 500	13.25B	384.70M	5.17B	20.21	8.48	2.72	2.74%	5600	Yes	Yes	1.80	34.69	22.11	3.90	2.56	4.91	11.70	51.43	1.40	1.60	1.86	1.72	3.20%	2.86	4.49	1.13	96.80%	8.90%	4.80%	2.00%	12.80%	-4.00%	Oct 26 BMO	6.63%	0.20%	-52.57%	83.10%	0.31%	3.80%	13.90%	8.20%	56.60%	9.80%	7.40%	94.70%	21.63%	137.26M	126.54M	3.63%	4.71	100.07	41.33 - 109.50	-10.75%	136.46%	62.78	0.81	975.04K	586,705	4.66%	10.10%	15.56%	28.00%	-3.71%	6.06%	0.98	2.23	2.28% 2.44%	99.21	97.73	-1.49%
NVR	S&P 500	15.14B	852.40M	7.21B	787.64	672.18	-	-	5700	No	Yes	2.40	18.31	12.51	3.81	2.10	5.05	5.91	16.50	-	-	0.52	0.52	-1.36%	217.08	317.65	79.82	13.60%	4.80%	28.30%	10.80%	3.80%	16.00%	Oct 20 BMO	-1.73%	3.90%	-5.51%	84.90%	-	19.00%	33.10%	30.80%	21.20%	14.20%	11.80%	0.00%	8.53%	3.71M	3.51M	1.00%	1.51	5468.25	2043.01 - 4530.00	-11.10%	97.12%	47.98	0.55	23.20K	9,490	-1.26%	-1.17%	-8.85%	18.83%	1.82%	-2.57%	1.03	102.14	2.86% 2.61%	3975.05	4027.09	1.31%
PCAR	S&P 500	31.13B	1.42B	19.28B	29.37	13.01	1.28	1.43%	27000	Yes	Yes	2.60	21.77	16.40	-	1.62	3.04	6.86	24.26	4.40	4.70	0.00	1.02	1.16%	4.10	5.44	1.19	10.10%	-1.17%	12.50%	6.10%	-22.50%	-36.70%	Oct 20 BMO	0.44%	1.40%	-5.02%	65.00%	0.32%	5.20%	14.50%	11.90%	19.70%	10.00%	7.40%	31.20%	8.86%	346.80M	339.46M	1.11%	2.54	95.32	48.71 - 95.05	-7.72%	80.05%	52.34	0.59	1.48M	647,387	0.97%	6.54%	1.14%	13.26%	16.17%	3.45%	1.05	1.77	1.93% 2.04%	89.26	87.71	-1.74%
DAL	S&P 500	26.59B	-10532.00M	24.56B	5.29	33.58	-	-	91224	Yes	Yes	2.40	-	-	-	1.08	7.84	1.24	-	1.20	1.30	10.39	8.88	0.07%	-16.61	-0.40	-2.48	28.70%	-	56.40%	3.10%	-75.60%	-467.20%	Jan 14 BMO	2.60%	0.20%	-19.60%	61.50%	0.29%	-14.80%	-101.00%	19.60%	40.10%	-41.60%	-42.90%	-	31.02%	635.00M	632.88M	1.95%	0.81	43.29	17.51 - 62.48	-35.66%	129.58%	51.03	0.91	15.25M	10,292,000	3.08%	1.92%	30.57%	52.13%	-32.70%	3.13%	1.43	1.33	2.96% 2.98%	41.47	40.20	-3.06%
CBOE	S&P 500	10.35B	-	3.18B	28.09	-	1.68	1.75%	823	Yes	Yes	2.60	21.03	18.93	5.70	3.25	3.41	-	-	-	-	-	-	2.18%	4.56	5.06	1.19	11.00%	3.69%	21.47%	-	17.40%	3.70%	Feb 05 BMO	5.20%	0.53%	-0.37%	84.62%	-	-	-	-	-	-	-	-	3.96%	108.04M	107.30M	1.56%	1.98	97.60	72.01 - 127.93	-25.09%	33.08%	55.89	0.45	845.97K	285,148	-1.04%	8.53%	13.24%	3.09%	-18.05%	2.86%	-	2.39	3.03% 2.32%	95.78	95.83	0.05%
HFC	S&P 500	4.87B	-423.10M	12.66B	32.94	9.15	1.40	4.79%	4074	Yes	Yes	2.80	-	2923.00	-	0.38	0.89	3.20	19.14	1.80	2.70	0.00	0.60	9.89%	-2.61	0.01	-0.65	-25.10%	-12.87%	26.50%	-2.40%	-36.30%	-100.90%	Nov 05 BMO	14.88%	0.60%	0.00%	89.10%	-0.01%	-3.70%	-7.60%	11.60%	17.40%	-3.50%	-3.30%	-	9.94%	162.02M	160.32M	5.17%	2.70	29.46	16.81 - 48.16	-41.19%	68.50%	60.76	0.95	3.07M	2,157,376	11.91%	12.86%	42.52%	2.89%	-37.33%	13.08%	1.81	1.40	6.49% 4.74%	29.23	28.33	-3.10%
ADI	S&P 500	58.49B	1.22B	5.60B	32.49	2.88	2.48	1.56%	15900	Yes	Yes	1.80	48.59	25.10	4.24	10.44	4.91	55.40	61.15	1.40	1.80	0.43	0.43	6.34%	3.28	6.35	1.31	-10.00%	11.47%	8.30%	10.30%	5.80%	39.50%	Nov 24 BMO	11.57%	0.32%	-11.38%	94.60%	0.05%	5.70%	10.40%	8.20%	65.90%	26.70%	21.80%	72.50%	30.43%	369.28M	368.31M	7.63%	10.77	156.35	79.07 - 161.78	-2.08%	100.34%	73.30	0.63	2.61M	1,231,829	2.47%	12.04%	29.60%	37.49%	35.70%	7.94%	1.32	3.41	2.08% 1.99%	159.46	158.42	-0.65%
JCI	S&P 500	37.88B	631.00M	22.32B	23.73	2.70	1.04	1.98%	97000	Yes	Yes	2.30	62.44	18.42	5.35	1.70	2.21	19.42	38.42	1.00	1.20	0.45	0.43	7.32%	0.84	2.85	0.40	-33.40%	11.67%	-11.20%	17.60%	-5.10%	-22.80%	Nov 03 BMO	11.28%	0.30%	-10.95%	93.50%	-0.10%	1.50%	3.50%	4.10%	33.20%	5.10%	2.80%	123.20%	33.11%	735.10M	701.84M	0.96%	1.33	51.00	22.77 - 52.92	-2.64%	126.21%	71.00	0.52	5.03M	1,963,658	2.48%	16.30%	23.38%	41.11%	28.15%	12.58%	1.09	1.14	2.64% 2.33%	52.45	51.52	-1.77%
DRI	S&P 500	15.99B	-112.20M	6.80B	18.84	5.98	1.48	1.20%	177000	Yes	Yes	2.10	-	19.32	-	2.35	6.53	20.57	65.92	0.60	0.70	0.56	0.55	1.72%	-0.93	6.37	0.66	-107.00%	33.40%	-17.80%	2.90%	-19.40%	258.90%	Dec 18 BMO	7.36%	0.40%	-3.13%	93.30%	0.11%	-1.20%	-4.90%	0.40%	17.10%	-2.00%	-1.70%	-	37.71%	130.30M	129.19M	3.99%	2.96	127.56	26.15 - 128.44	-4.87%	367.23%	57.17	0.80	1.74M	1,042,378	-0.69%	9.41%	24.06%	60.52%	10.61%	3.34%	1.51	3.63	2.79% 3.10%	123.10	122.18	-0.75%
T	S&P 500	215.12B	10.96B	172.89B	24.56	1.33	2.08	7.10%	235000	Yes	Yes	2.80	19.27	9.20	-	1.24	1.19	22.05	16.53	0.80	0.80	0.91	0.87	0.04%	1.52	3.18	0.73	-30.90%	-1.74%	8.90%	6.50%	-5.00%	-23.40%	Jan 27 BMO	0.05%	0.08%	1.80%	53.60%	0.00%	2.00%	6.10%	7.00%	53.80%	13.00%	6.30%	136.00%	-1.13%	7.15B	7.12B	1.81%	2.98	31.04	26.08 - 39.14	-25.69%	11.52%	49.35	0.82	43.27M	26,299,499	-2.07%	-4.12%	6.55%	-3.62%	-22.66%	1.84%	0.73	0.62	1.91% 1.63%	29.29	29.08	-0.70%
CRM	DJIA S&P500	193.67B	1.56B	20.29B	44.25	10.57	-	-	49000	Yes	Yes	1.90	129.49	61.56	7.32	9.55	4.87	20.40	54.37	1.20	1.20	0.00	0.07	-3.45%	1.67	3.50	0.75	-89.60%	17.69%	18.80%	26.00%	20.10%	-	Dec 01 AMC	-8.53%	0.20%	-45.88%	83.50%	-0.07%	6.30%	9.70%	-0.70%	74.50%	1.10%	17.50%	0.00%	1.82%	911.00M	880.30M	2.33%	2.32	274.21	115.29 - 284.50	-24.57%	86.14%	37.26	0.80	8.83M	5,236,075	-1.09%	-2.56%	-17.66%	16.22%	19.08%	-3.11%	1.13	4.51	1.76% 1.90%	215.60	214.60	-0.46%
CMA	S&P 500	9.31B	517.00M	2.26B	53.81	80.00	2.72	4.13%	7467	Yes	Yes	3.00	18.05	15.38	-	4.11	1.22	0.82	19.19	-	-	0.39	0.39	11.95%	3.65	4.28	1.17	10.60%	-	20.00%	9.90%	-31.90%	-26.00%	Jan 19 BMO	20.11%	0.30%	-0.56%	81.00%	-0.08%	0.70%	7.00%	17.90%	-	62.90%	22.80%	74.10%	55.14%	139.00M	137.66M	2.36%	1.75	54.30	24.28 - 69.09	-6.46%	166.17%	72.80	0.58	1.85M	803,603	5.68%	27.13%	62.31%	79.22%	-1.64%	17.94%	1.64	2.02	3.54% 3.04%	65.88	64.63	-1.90%
WELL	S&P 500	26.79B	124.40M	4.75B	38.63	3.81	2.44	3.84%	443	Yes	Yes	2.80	204.37	102.02	15.72	5.64	1.65	16.70	122.42	-	-	0.86	0.86	1.99%	0.31	0.62	0.19	31.40%	13.00%	4.80%	8.90%	-18.10%	-889.10%	Oct 28 AMC	1.58%	0.17%	0.29%	93.00%	0.08%	3.10%	6.50%	3.60%	45.10%	14.60%	21.90%	117.50%	16.76%	417.03M	416.61M	2.07%	3.33	64.45	24.27 - 89.99	-28.26%	166.01%	54.66	0.46	2.59M	879,900	0.41%	0.51%	17.99%	27.43%	-25.18%	-1.64%	1.01	1.84	2.50% 2.91%	63.56	64.56	1.57%
COST	S&P 500	159.63B	4.32B	172.93B	33.55	32.74	2.80	0.77%	156000	Yes	Yes	2.20	37.22	32.97	4.33	0.92	10.80	11.07	30.69	0.50	1.00	0.51	0.51	-1.65%	9.74	10.99	2.41	12.90%	8.60%	10.90%	7.50%	16.70%	37.90%	Dec 10 AMC	-2.23%	0.20%	-4.10%	70.10%	-0.15%	8.00%	26.00%	15.50%	13.20%	3.40%	2.50%	27.60%	9.14%	442.95M	441.98M	0.73%	1.39	400.37	264.36 - 388.07	-6.53%	37.21%	41.64	0.77	2.32M	1,335,195	-1.51%	-3.21%	-1.72%	13.97%	23.61%	-3.83%	0.64	5.29	1.58% 1.34%	362.35	362.73	0.10%
GLW	S&P 500	29.08B	194.00M	10.77B	13.63	3.29	0.88	2.31%	49500	Yes	Yes	2.20	184.61	20.24	46.15	2.70	2.79	11.57	38.01	1.40	2.10	0.78	0.76	3.66%	0.21	1.88	0.48	-5.70%	4.00%	-9.20%	3.40%	2.30%	27.80%	Oct 27 BMO	3.70%	0.10%	-43.91%	76.80%	0.03%	0.70%	1.90%	5.70%	29.50%	6.30%	1.80%	336.10%	25.74%	764.01M	761.45M	1.39%	2.73	37.59	17.44 - 38.75	-2.48%	116.69%	59.34	0.94	3.87M	2,696,734	2.84%	3.31%	10.23%	32.23%	28.18%	5.64%	1.20	0.93	2.35% 2.25%	38.03	37.79	-0.63%
PNR	S&P 500	9.56B	360.20M	2.98B	12.34	0.51	0.80	1.37%	9500	Yes	Yes	2.60	27.37	21.89	4.15	3.21	4.75	115.70	23.62	0.70	1.20	0.39	0.39	6.70%	2.14	2.68	0.63	8.10%	6.60%	2.90%	-8.70%	11.90%	22.40%	Oct 20 BMO	8.50%	0.10%	-13.42%	90.70%	0.26%	8.40%	18.00%	13.00%	35.20%	15.50%	11.90%	35.50%	30.78%	166.10M	165.86M	1.64%	2.44	56.59	22.01 - 59.11	-2.81%	161.02%	66.13	0.47	1.11M	387,838	6.43%	14.04%	18.47%	40.29%	27.77%	10.32%	1.19	1.39	2.70% 2.43%	58.57	57.45	-1.91%
SNPS	S&P 500	38.87B	664.30M	3.69B	32.21	8.20	-	-	15036	Yes	Yes	1.90	60.54	36.25	5.26	10.55	8.01	31.46	46.47	1.10	1.20	0.03	0.02	1.29%	4.26	7.12	1.47	23.60%	11.50%	24.40%	10.40%	20.50%	21.00%	Dec 02 AMC	8.27%	0.30%	-47.02%	90.90%	-0.05%	8.80%	14.80%	12.80%	78.40%	16.80%	18.00%	0.00%	28.07%	152.35M	152.03M	0.96%	1.99	267.36	104.90 - 264.62	-1.98%	147.27%	59.49	0.55	736.16K	300,631	-0.36%	7.98%	13.71%	33.48%	74.37%	-0.51%	1.08	6.16	2.14% 2.31%	257.91	259.38	0.57%
ZION	S&P 500	8.57B	401.00M	2.45B	43.41	31.28	1.36	2.67%	10188	Yes	Yes	2.70	21.62	14.16	-	3.50	1.17	1.63	17.35	-	-	0.19	0.19	9.05%	2.36	3.60	1.01	2.20%	-	19.90%	7.70%	-14.20%	-12.90%	Jan 19 AMC	18.33%	0.90%	-2.26%	88.10%	-0.02%	0.50%	5.80%	23.50%	-	71.00%	16.40%	56.00%	43.68%	163.61M	161.54M	2.47%	1.91	45.11	23.58 - 51.24	-3.85%	108.95%	64.67	0.55	2.09M	860,826	1.85%	25.07%	68.43%	52.49%	1.08%	17.21%	1.61	1.64	3.69% 3.19%	50.92	49.27	-3.23%
ALGN	S&P 500	42.80B	1.74B	2.29B	38.48	7.98	-	-	14530	Yes	Yes	2.10	25.23	65.30	1.33	18.71	14.41	69.54	120.70	1.20	1.30	0.00	0.00	4.98%	21.99	8.49	2.13	12.40%	19.01%	25.50%	25.90%	20.90%	37.10%	Feb 03 AMC	11.85%	0.40%	-51.08%	89.50%	0.18%	46.60%	69.00%	32.00%	71.00%	14.20%	76.00%	0.00%	67.27%	78.82M	72.59M	1.99%	2.14	499.36	127.88 - 579.50	-2.65%	341.16%	67.14	0.57	673.65K	285,586	-0.67%	9.98%	66.51%	79.50%	102.35%	3.79%	1.71	15.53	2.79% 2.87%	554.64	564.16	1.72%
NWS	S&P 500	10.78B	-	8.79B	12.94	-	0.20	1.09%	23500	Yes	Yes	-	-	-	-	1.23	1.42	-	-	-	-	-	-	1.91%	-1.71	-	-	-	-	-	-	-9.50%	-	Nov 05 AMC	4.17%	39.44%	-0.03%	32.92%	-	-	-	-	-	-	-	-	31.82%	588.30M	509.26M	0.16%	1.27	-	7.88 - 19.12	-4.52%	131.81%	56.02	0.95	644.32K	454,855	0.27%	3.97%	29.86%	43.32%	21.07%	3.15%	-	0.43	2.33% 2.33%	18.33	18.25	-0.41%
PKG	S&P 500	13.58B	470.00M	6.66B	34.03	11.06	4.00	2.80%	15500	Yes	Yes	2.60	28.70	20.47	-	2.04	4.20	12.93	17.27	2.50	3.50	0.78	0.78	2.67%	4.98	6.99	1.42	-5.60%	-10.43%	13.00%	3.50%	-3.30%	-22.80%	Jan 27 AMC	6.43%	0.20%	-23.25%	91.80%	-0.11%	6.40%	15.00%	15.00%	21.40%	11.60%	7.10%	63.20%	30.46%	94.20M	93.30M	1.29%	2.16	124.44	71.05 - 148.14	-3.66%	100.87%	60.16	0.75	557.85K	310,142	-1.35%	8.60%	22.68%	33.58%	32.11%	3.69%	1.00	3.39	2.66% 2.18%	143.00	142.72	-0.20%
XOM	S&P 500	210.38B	2.58B	195.86B	41.54	2.11	3.48	6.92%	74900	Yes	Yes	2.90	83.29	31.66	6.85	1.07	1.21	23.82	-	0.50	0.90	0.39	0.26	9.88%	0.60	1.59	0.01	-33.80%	12.17%	-16.00%	-8.30%	-28.40%	-121.50%	Feb 02 BMO	18.04%	0.20%	-0.18%	52.20%	-0.08%	0.90%	1.80%	2.30%	30.20%	-0.60%	1.70%	447.50%	16.58%	4.27B	4.22B	1.06%	1.42	48.11	30.11 - 69.59	-30.86%	59.81%	66.81	1.24	31.45M	28,947,807	11.90%	19.16%	47.32%	13.62%	-27.18%	22.05%	1.40	1.45	3.48% 2.92%	50.31	48.12	-4.36%
SRE	S&P 500	35.38B	1.88B	11.08B	69.37	12.17	4.18	3.41%	13969	Yes	Yes	2.20	19.54	15.19	2.54	3.19	1.77	10.07	185.24	0.80	0.80	1.27	1.08	-1.46%	6.27	8.06	1.77	120.00%	7.70%	5.30%	-0.40%	-4.40%	-34.60%	Nov 05 AMC	-4.14%	0.07%	4.49%	87.90%	-0.03%	5.60%	20.00%	5.50%	97.50%	25.60%	34.30%	30.90%	-1.50%	289.49M	288.14M	1.20%	2.09	146.29	88.00 - 161.87	-24.11%	39.60%	44.98	0.82	1.66M	1,010,295	2.19%	-4.30%	-3.59%	-0.08%	-20.51%	-3.83%	0.64	2.85	2.48% 2.23%	122.53	122.85	0.26%
FAST	S&P 500	28.29B	841.70M	5.57B	5.03	0.59	1.00	1.99%	20336	Yes	Yes	2.80	34.40	32.65	4.24	5.08	10.00	85.28	97.20	2.20	4.40	0.14	0.13	1.24%	1.46	1.54	0.33	6.60%	8.12%	10.60%	7.40%	2.50%	3.40%	Jan 20 BMO	3.67%	0.32%	-8.76%	81.00%	0.12%	21.10%	30.60%	26.70%	45.80%	20.10%	15.10%	66.10%	14.79%	573.90M	572.19M	2.33%	4.44	48.11	26.50 - 51.89	-3.19%	89.57%	55.40	0.57	3.00M	1,275,333	1.23%	2.23%	12.86%	16.62%	37.89%	3.05%	1.23	1.12	2.23% 2.14%	50.32	50.24	-0.17%
GPC	S&P 500	15.20B	5.20M	16.99B	20.89	6.21	3.16	3.01%	55000	Yes	Yes	2.90	4198.00	18.22	-	0.89	5.02	16.89	16.70	0.70	1.20	0.96	0.90	1.26%	0.03	5.76	1.35	-22.90%	-1.10%	-1.50%	4.80%	-3.40%	10.60%	Oct 22 BMO	3.14%	0.10%	2.26%	80.20%	0.02%	-1.40%	-5.90%	9.20%	34.10%	1.20%	-1.10%	-	12.70%	144.27M	140.31M	1.23%	2.18	101.00	49.68 - 108.55	-5.92%	105.56%	52.52	0.93	791.26K	549,283	1.17%	9.53%	3.98%	18.40%	5.69%	4.50%	1.09	2.40	2.75% 2.37%	104.95	102.13	-2.69%
NVDA	S&P 500	328.50B	3.83B	14.78B	24.81	16.30	0.64	0.12%	13775	Yes	Yes	2.10	86.28	45.24	3.91	22.23	21.28	32.40	85.64	3.50	3.90	0.45	0.39	-1.50%	6.12	11.67	2.80	-25.10%	22.05%	32.20%	18.50%	56.80%	45.80%	Nov 18 AMC	-2.28%	0.30%	-20.36%	68.60%	-0.32%	16.50%	28.10%	18.80%	62.60%	27.20%	25.90%	10.30%	16.62%	618.00M	593.11M	0.95%	0.72	592.84	180.68 - 589.07	-11.67%	187.97%	46.01	0.77	7.83M	4,461,434	-1.08%	-0.82%	-6.35%	30.25%	115.01%	1.11%	1.40	15.66	3.09% 2.75%	528.01	520.30	-1.46%
MSCI	S&P 500	33.27B	562.10M	1.66B	-4.62	16.04	3.12	0.76%	3545	Yes	Yes	2.40	61.90	47.69	4.18	20.06	-	25.53	59.94	2.20	2.20	-	-	-5.66%	6.62	8.59	1.93	19.00%	14.80%	31.10%	9.30%	7.90%	30.70%	Jan 28 BMO	-1.47%	0.40%	-4.97%	94.70%	1.46%	13.90%	-201.50%	23.90%	82.80%	48.50%	34.30%	41.80%	13.61%	83.60M	80.25M	0.78%	1.45	458.11	218.65 - 455.81	-9.43%	88.80%	41.14	1.38	432.86K	444,070	-7.69%	-3.39%	14.06%	10.63%	51.82%	-8.29%	0.89	12.51	3.65% 2.70%	409.52	412.82	0.80%
TSCO	S&P 500	17.96B	757.20M	9.93B	16.12	9.69	1.60	1.02%	16000	Yes	Yes	2.40	24.29	24.18	1.55	1.81	9.70	16.15	17.98	0.60	1.50	0.50	0.30	7.56%	6.44	6.47	1.47	8.00%	15.66%	11.90%	7.90%	31.40%	59.10%	Oct 22 BMO	12.87%	0.10%	-60.98%	92.40%	0.05%	12.20%	46.70%	29.10%	35.30%	10.10%	7.60%	22.30%	19.58%	116.34M	115.93M	3.63%	3.12	154.60	63.89 - 157.08	0.39%	146.83%	75.13	0.93	1.35M	931,149	6.33%	11.32%	3.00%	10.05%	73.07%	11.28%	1.01	3.51	2.48% 2.45%	156.44	157.70	0.81%
DD	S&P 500	59.95B	-3059.00M	20.35B	51.14	-	1.20	1.45%	35000	Yes	Yes	1.80	-	23.16	-	2.95	1.62	-	32.46	1.20	1.80	0.64	0.58	10.39%	-4.16	3.57	0.79	-353.20%	2.43%	-	-	-6.10%	-121.90%	Oct 29 BMO	21.15%	0.09%	-1.85%	78.30%	-0.38%	-4.30%	-7.70%	-0.40%	34.10%	-14.20%	-14.70%	-	46.39%	734.40M	733.19M	1.78%	2.09	73.32	28.33 - 87.27	-5.82%	190.12%	70.22	1.74	6.24M	8,071,617	2.14%	25.62%	40.56%	50.80%	35.12%	16.17%	1.66	2.47	4.21% 2.98%	82.61	82.19	-0.51%
SCHW	S&P 500	111.48B	2.79B	10.61B	20.22	14.62	0.72	1.21%	22100	Yes	Yes	2.30	27.47	23.36	-	10.51	2.93	4.06	-	-	-	12.60	0.30	7.60%	2.16	2.54	0.70	9.20%	-1.95%	22.70%	13.90%	-14.60%	-31.90%	Oct 15 BMO	16.55%	7.11%	-1.42%	70.40%	15.63%	0.80%	11.90%	1.50%	95.40%	37.10%	26.30%	32.70%	49.17%	1.80B	1.66B	0.93%	1.57	52.43	28.00 - 62.04	-5.00%	110.48%	70.56	0.74	9.86M	5,440,912	0.46%	19.04%	59.83%	69.90%	25.91%	11.86%	1.07	1.43	2.72% 2.34%	59.33	58.94	-0.67%
COG	S&P 500	7.76B	216.30M	1.47B	5.32	0.00	0.40	2.07%	274	Yes	Yes	2.30	36.14	11.19	-	5.27	3.63	38796.86	-	0.80	0.80	0.55	0.46	10.91%	0.53	1.72	0.27	33.80%	-1.57%	45.50%	-1.00%	-32.20%	-117.20%	Oct 29 AMC	11.60%	1.70%	-2.33%	-	0.00%	4.80%	10.10%	21.80%	55.70%	24.10%	14.70%	74.40%	3.12%	398.58M	390.80M	4.60%	3.07	21.76	13.06 - 22.67	-15.79%	46.17%	67.38	0.65	5.86M	2,850,785	10.79%	11.88%	0.57%	8.98%	11.30%	18.55%	0.25	0.65	4.24% 3.47%	19.30	19.09	-1.09%
KMX	S&P 500	16.98B	751.90M	18.75B	25.21	1.48	-	-	27050	Yes	Yes	1.70	23.44	18.84	3.53	0.91	4.22	71.78	31.27	0.70	2.60	3.64	3.53	8.88%	4.54	5.65	1.24	11.20%	6.64%	14.30%	7.30%	8.20%	36.50%	Dec 22 BMO	11.06%	0.30%	-63.44%	-	0.09%	3.60%	19.50%	4.60%	12.90%	5.20%	4.00%	0.00%	16.89%	163.73M	162.53M	6.03%	6.92	116.92	37.59 - 109.31	-2.46%	183.64%	68.70	0.51	1.42M	540,624	6.03%	14.92%	16.13%	11.69%	14.50%	12.59%	1.71	2.81	2.76% 3.05%	106.35	106.62	0.25%
INFO	S&P 500	35.71B	922.70M	4.30B	21.60	0.37	0.68	0.81%	15500	Yes	Yes	2.20	36.75	26.41	3.37	8.30	3.88	227.72	66.97	0.70	0.70	0.58	0.55	-3.30%	2.28	3.18	0.67	24.60%	10.90%	9.90%	15.10%	-3.50%	316.20%	Jan 13 BMO	-5.45%	0.20%	-6.68%	91.40%	0.49%	5.70%	11.00%	5.60%	62.80%	28.40%	21.50%	14.60%	8.13%	397.80M	396.00M	0.53%	0.70	101.70	44.81 - 101.45	-16.20%	89.73%	38.99	1.22	3.00M	2,724,642	-7.68%	-5.70%	5.61%	8.30%	5.73%	-6.60%	1.04	1.96	2.57% 2.08%	83.90	85.02	1.33%
JKHY	S&P 500	11.61B	298.50M	1.71B	20.18	2.59	1.72	1.12%	6717	Yes	Yes	2.90	39.63	34.68	3.67	6.79	7.63	59.44	35.44	1.40	1.40	0.00	0.00	-3.43%	3.89	4.44	0.87	9.70%	10.80%	8.30%	6.20%	3.20%	2.50%	Nov 04 AMC	-3.00%	0.40%	3.04%	93.00%	0.19%	13.00%	19.60%	19.10%	40.10%	22.20%	17.40%	43.40%	-8.36%	76.51M	75.67M	2.09%	3.09	174.73	123.64 - 200.98	-23.16%	24.90%	41.40	0.55	513.33K	211,933	-6.66%	-2.17%	-4.33%	-13.90%	3.57%	-4.96%	0.55	4.02	2.70% 2.45%	153.96	154.43	0.30%
